Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.557246653,3.778200791,3.935370832,3.961631604,4.446007668,4.466162563,4.542523831,4.679835238,4.585422063,5.015303279,5.194284917,5.310374072,5.49371214,5.735837341,6.047643734,6.423183788,6.793040158,7.109332655,7.133930129,7.296521917,7.179825153,7.231194867,7.230857675,7.439600755,7.570578314,7.325792139,7.288966176,7.412902628,7.445127905,7.222980003,7.063351321,,
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.636029826,2.552064066,3.662536585,4.641523878,5.04324535,4.776814087,4.569494105,5.32494849,3.981354145,3.052567566,3.558041546,3.83680457,3.472238013,3.002646255,3.162657111,2.966264934,2.869965678,2.674379896,3.016467613,3.110217425,3.471956948,3.491246743,3.809431762,3.920421174,3.647856089,3.526944212,3.702550805,3.948808972,4.142680466,4.347264139,3.84217782,,
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.642312794,7.424368786,7.449714047,7.521660821,7.85892843,7.481792214,8.429100537,7.94447641,7.857703241,7.626297403,7.913941786,7.591343589,7.803793088,7.689977584,7.908920342,7.620461423,7.610227071,7.648363429,6.87628775,6.618545113,6.159973085,5.919332694,5.799211764,6.27555874,6.254085392,6.219488234,4.868247282,4.866045428,4.817688768,4.543450104,3.947465365,,
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254484979,6.975873914,7.194475893,7.699030603,8.031339137,8.435581605,8.561858749,8.733276217,8.625808072,8.650383673,9.063014788,9.000232955,9.296894977,9.406326143,9.275943604,8.803971083,9.120178063,9.275344355,9.127079685,8.780551993,9.250262343,8.99106338,9.615473105,8.313480985,7.877332425,7.913354256,7.633161713,7.563873618,6.91499302,6.935752154,6.345216004,,
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.145053425,7.119179515,7.08265725,6.984254473,6.901161788,7.325536211,7.248530833,7.303824626,7.492472245,7.607846446,7.662108329,7.66262916,7.772183978,8.064421038,8.189340766,8.173814347,8.025843914,7.860786871,7.564324796,6.718921188,6.836875163,6.68055037,6.32766192,5.751877662,5.38744256,5.563294289,5.498244377,5.437912061,5.376940361,5.311030987,4.732372771,,
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.121532757,3.070360016,3.346992123,3.386291196,3.375276047,3.460148595,3.57208,3.602530613,3.776769632,3.846478276,3.855516699,3.841807264,3.885690634,3.997318775,3.968432717,3.946298335,4.483763747,4.453356464,3.550009534,2.897809691,2.73594899,2.74178319,2.521544001,2.669295226,2.582578182,2.536711225,2.693657355,2.572661211,3.054588907,2.983289697,2.069041808,,
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.854116274,2.667809302,3.083953578,2.994239846,3.037352922,3.051481597,3.009172266,3.03646329,3.017090032,2.95525448,3.217472342,3.147380266,3.198445199,3.207825182,3.358546518,3.498966459,3.319371355,3.257965566,3.016641507,3.047713492,2.9138722,2.919319042,3.344947068,3.093473085,2.951377138,2.66573038,2.481771573,2.547315661,2.362363185,2.163621448,1.919172426,,
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.831598341,8.905499177,8.961503717,8.872832435,9.272836281,9.33264314,9.420124526,9.30217362,8.942092563,9.231189045,9.3377238,9.220202282,9.468870493,9.504764403,9.449563638,9.512764042,9.331294289,9.593603175,9.04895325,8.609230985,9.036009995,9.495009896,9.827855738,9.944495272,9.564305918,9.268049646,9.166714407,9.063691208,8.76197885,8.478400575,8.03149587,,
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51253364,14.97509894,15.44134273,13.38440816,12.33574796,11.07959899,9.846745718,8.623793359,9.012845317,8.215849362,8.072763922,7.904209994,8.820775199,9.802269351,10.52619519,11.17166937,12.10466887,12.81257685,15.34125316,13.27406094,14.07327542,14.82468475,14.5663226,15.26310479,12.10422549,10.89105129,11.37883973,11.9137581,11.86754957,11.05087035,11.29774331,,
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270655694,0.251594652,0.246952807,0.235953848,0.233682552,0.24447932,0.260655736,0.239660722,0.254353747,0.257382506,0.279732601,0.247786636,0.233826766,0.202475058,0.220244198,0.242937186,0.264463997,0.259456679,0.265693416,0.307805553,0.323340092,0.327520883,0.296879605,0.321208738,0.364375326,0.386120074,0.403178475,0.41058151,0.385437968,0.382362033,0.374079219,,
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.183617234,4.575432386,3.048257076,2.231872828,1.449469558,1.007433558,1.244620171,1.209330551,1.262801426,0.988492687,0.94792177,0.801217367,0.994870459,1.106358932,1.088780927,1.027970403,1.027575502,1.228665249,1.399120086,1.251017034,1.173736669,1.394552642,1.809459267,1.653087629,1.68768743,1.723480334,1.59151246,1.522861476,1.788258367,1.551593817,1.37997538,,
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141448003,0.140871909,0.138744821,0.135206252,0.134002322,0.134694467,0.13680167,0.143514858,0.161298104,0.160273892,0.161979186,0.174466405,0.176002141,0.18597544,0.182677645,0.200617774,0.219843344,0.266918395,0.290844275,0.335199714,0.357906398,0.368035016,0.383718005,0.38251475,0.456727604,0.546949079,0.708268457,0.799744092,0.845896953,1.116330426,1.137583659,,
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319471807,0.322403801,0.323487503,0.366656973,0.340127579,0.369411274,0.417712961,0.390235802,0.36594604,0.367743931,0.399657758,0.38329412,0.472943723,0.493096647,0.527934819,0.629558698,0.68243358,0.570599424,0.615585865,0.552851051,0.502801056,0.493305786,0.516941712,0.563052131,0.522676871,0.520105906,0.478428527,0.604011233,0.598719134,0.592397035,0.449933973,,
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.798011615,2.843964284,2.872860636,2.90732743,3.126116045,3.16333725,3.280970833,3.392431739,3.624236943,3.750139431,3.985834012,4.105597356,4.361922877,4.34838793,4.705882353,4.35741038,4.488629091,4.775071786,4.692934091,4.834411877,4.835137017,4.968369727,4.800217906,4.756421797,4.779342527,4.971751412,5.118439776,5.085277807,5.133895856,5.187374245,4.848662944,,
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.777465417,6.346881437,6.790028299,7.412765189,7.936041185,8.546915861,9.005890673,9.392904753,7.919526779,8.620916931,9.514045353,9.640540826,9.675782441,9.686601174,10.10574342,9.982494185,10.07162061,10.34626459,10.49694353,10.68064538,11.60782984,11.98480362,11.95852705,11.89003693,11.58871562,11.91468649,12.0162046,12.19149342,12.21645617,11.82528359,10.99002958,,
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39073327,5.840530049,14.22024604,18.59081,22.34566201,21.89960017,20.9171746,21.17920961,23.15613143,24.36398326,25.75749354,26.7055251,27.15374501,27.65683277,28.75242456,31.27431609,30.64979443,28.16354439,28.61150615,27.7777897,27.42637996,26.49355483,25.1324211,23.95814308,22.74999043,22.77502,22.57269795,21.91040082,21.46122994,21.13521425,21.16961025,,
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.852064397,1.884555006,1.879969722,1.899269655,1.967665274,1.964053935,2.053771334,2.146530394,2.208062131,2.16235295,2.214199785,2.184379426,2.153417583,2.169540327,2.236324911,2.274750601,2.320731031,2.380063294,2.411404634,2.310145942,2.446084381,2.527889954,2.589658216,2.636526469,2.63999587,2.614646484,2.535946507,2.486042742,2.384924455,2.362844049,2.112544976,,
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118893679,0.123035456,0.13057645,0.130251662,0.132763536,0.136978443,0.154931537,0.160443275,0.162452982,0.164437887,0.166285112,0.180772276,0.197192309,0.202395297,0.209981785,0.2148106,0.276259028,0.287071693,0.333808083,0.407307947,0.454991272,0.474258871,0.502688436,0.630353375,0.649260983,1.307698847,2.278533289,2.72288168,2.767597944,2.658175141,2.620283441,,
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.564432201,1.919934743,1.874669428,2.704072174,2.899686843,3.360128699,3.500929418,3.92630548,3.889983306,4.008216432,3.627423887,3.848286704,3.786252442,3.865848193,3.90821713,3.721459456,3.439442323,3.126990807,3.814950161,4.423773539,4.176368149,4.197198208,4.532362417,4.093169551,4.008547829,4.222074281,4.434700371,4.774872603,4.604611215,4.655297984,3.792193537,,
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205373414,0.1931275,0.196028892,0.197287472,0.197075284,0.197083955,0.197780728,0.190803927,0.185833033,0.143301372,0.147073249,0.150343032,0.144991226,0.154314523,0.178920571,0.204450393,0.198862822,0.176470102,0.142752677,0.136704476,0.181534325,0.202858065,0.217960912,0.204460358,0.266650558,0.270535775,0.297038076,0.264435601,0.230417244,0.22991646,0.231838924,,
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.750912147,6.63790707,5.926516709,6.730715494,8.327803269,9.188933255,9.427194565,8.609123061,8.412511479,8.545515439,8.676376729,8.426385105,8.435402416,8.828192192,8.521927581,9.079175592,8.861063162,8.10137216,8.553746807,8.868287132,9.174323797,6.707419945,9.934649319,9.985813389,9.72308866,8.289607872,7.75123858,8.167602423,8.351625314,8.325767595,6.682805471,,
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.354874527,1.391854049,1.551700587,1.696557758,1.848420242,1.922572006,2.033526229,2.019890128,2.202033725,2.282377919,2.29968652,2.407312851,2.307183604,2.429974179,2.538373955,2.48570012,2.592659338,2.626583412,2.639165718,2.617745509,2.970134847,2.91382265,2.928536771,2.910712849,2.894098533,2.853840328,2.865435087,2.996675378,2.967597589,2.993566017,2.785139229,,
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.016329965,2.036840923,2.035299033,2.054550108,2.112168301,2.126957965,2.232635584,2.335983399,2.393919229,2.344874057,2.38809215,2.363575498,2.340717591,2.348233904,2.422156358,2.472159028,2.517220016,2.570130825,2.61724542,2.520256909,2.667139724,2.745604437,2.83607052,2.878861701,2.863164604,2.817383017,2.724731093,2.660075441,2.55393723,2.511553647,2.21061136,,
Least developed countries: UN classification,LDC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129164435,0.124919372,0.123779367,0.125412401,0.134258516,0.147211781,0.153655513,0.160191566,0.161882932,0.167179881,0.166785917,0.174669687,0.17756264,0.188996871,0.194024284,0.199216599,0.206151289,0.215113481,0.222678186,0.235734297,0.249074713,0.25870849,0.264878964,0.281857223,0.296220863,0.301136362,0.321128089,0.340048311,0.351050377,0.353556449,0.327108376,,
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.626465514,0.599313228,0.534052136,0.491581987,0.468643022,0.449148841,0.420962498,0.407171114,0.39290741,0.40190074,0.410214094,0.413610087,0.398616685,0.404331892,0.406657336,0.436296835,0.443459199,0.420897294,0.437424209,0.395185578,0.384135323,0.346183894,0.315319967,0.280144624,0.282727023,0.248470821,0.249647648,0.291585253,0.290268283,0.294710864,0.26934105,,
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.917116496,7.073818945,6.996061357,7.164948021,6.605284264,6.610605827,6.572434088,6.873669846,7.121426313,6.946693147,6.56634161,6.43189867,6.530088535,6.745721059,6.6877793,6.617528018,6.624460432,5.712487198,6.201402983,5.75682335,5.311764154,4.884964851,5.076714067,5.23134508,4.347077043,4.277172909,3.984106358,4.1112037,3.744019355,3.872608388,3.663847998,,
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223156186,0.228827723,0.297785061,0.285617138,0.320168885,0.319976727,0.456012949,0.45208111,0.463794714,0.508628332,0.582056032,0.573353189,0.595749807,0.643018404,0.66023168,0.710810981,0.624280788,0.676917851,0.631515599,0.600093436,0.632448603,0.738753109,0.829817672,0.683729265,0.821974874,0.901775003,1.081309957,1.075961371,1.000936779,1.074526441,0.996683243,,
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.140232724,1.142007042,1.103079001,1.063491785,1.027683845,1.045066508,1.040450573,1.054045455,1.043773203,1.077444301,1.08853276,1.09671456,1.107551047,1.12907478,1.16486429,1.190849629,1.23061194,1.290686954,1.319753694,1.350227377,1.396223831,1.43667436,1.486154548,1.508235057,1.568248013,1.555548125,1.583104863,1.624198524,1.683221239,1.665768444,1.546117022,,
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.075752708,2.071051403,2.032209681,2.008389646,1.959340695,2.015456468,1.999147771,1.995948732,1.991152915,1.968389242,2.020774081,2.054291876,2.099810226,2.241811528,2.39301052,2.5322566,2.668847529,2.795563058,2.844018857,2.878388813,3.053556519,3.216411356,3.26570013,3.315283106,3.32033791,3.246898402,3.227508168,3.27681367,3.367548243,3.375094764,3.264247001,,
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775710021,0.791305208,0.808713661,0.818996562,0.829093048,0.834867655,0.840929713,0.848990078,0.858967818,0.864989873,0.874348929,0.885633364,0.901511564,0.915741359,0.942840277,0.961604593,0.97279414,0.987816775,1.006208478,1.046054364,1.067261501,1.415926077,1.420924915,1.063917502,1.121111547,1.012121192,0.991756971,1.106736011,1.035751771,1.033426757,1.025642163,,
Late-demographic dividend,LTE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.378984284,3.368618506,3.319294061,3.300032285,3.217880281,3.344016133,3.315346893,3.270414699,3.271968448,3.214689033,3.31974304,3.414202996,3.540119967,3.873346408,4.223163221,4.569137597,4.887860713,5.15474826,5.277377892,5.374052342,5.796535472,6.200322738,6.298430378,6.467284317,6.429300366,6.315799064,6.279861728,6.375139973,6.595127107,6.697596533,6.683851216,,
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.712631543,9.257494464,5.404698342,4.277967845,4.052123734,3.787658765,3.95372851,3.894703895,4.143485068,3.475134199,3.004941226,3.214083827,3.259651932,3.289018869,3.52820118,3.861276715,3.981670438,4.088021703,4.08550852,3.69662046,4.06905151,3.911872568,3.991534832,3.831065403,3.704481738,3.809894282,3.905926684,3.967680702,4.159315063,4.200151961,4.184000415,,
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55348959,30.37054264,29.15917639,29.29819486,26.83030341,21.19278067,21.09191864,19.65001788,17.81375088,18.39897787,19.61196424,20.6522847,22.00549112,22.67697009,25.45279909,25.61043774,24.79111877,23.15533768,22.55704492,20.97882009,21.75566571,21.04150309,20.1489417,18.72294611,17.3339397,16.03464863,15.19877529,15.1030627,15.33152397,15.3230398,12.45695323,,
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.050820626,6.489709237,5.345445004,4.586804458,4.055750251,3.620369118,3.666498184,3.505598987,3.374454724,3.1578987,2.926894891,3.147909651,3.182532217,3.318771567,3.365483611,3.446044062,3.696384306,3.877518094,3.722876084,3.438486526,4.06096622,3.834182401,3.721491074,3.702785436,3.65250564,3.699519653,3.646422599,3.664156174,4.039697505,3.954965509,3.645612168,,
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874932349,0.925201025,0.979462121,0.991096254,1.057666395,1.082437236,1.05502433,1.091494368,1.102288173,1.142730008,1.151363108,1.253815361,1.27876029,1.255883514,1.365458972,1.432046541,1.459182301,1.483736578,1.537228143,1.521888937,1.594015561,1.699611342,1.741296046,1.703831082,1.713696176,1.74053353,1.71730557,1.773662915,1.789327961,1.955308017,1.818526387,,
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29410872,8.273717632,6.829565996,5.853839076,4.764210629,4.111302993,3.529577819,3.262620074,2.946654552,2.508818947,2.294140737,2.404892166,2.467004536,2.674774507,2.685027018,2.829921235,2.768202482,2.831716533,2.840876412,2.6658053,2.897999339,2.916944425,2.844887502,2.511402112,2.698635146,2.828160162,2.904908914,2.926840954,3.160420552,3.348667379,3.267846368,,
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074993507,0.077800716,0.076418749,0.076552407,0.090287963,0.098910257,0.091377978,0.096043664,0.106678057,0.106137067,0.101996549,0.099884707,0.065183262,0.08764234,0.090162751,0.090976184,0.084602827,0.08647948,0.086788281,0.079850957,0.08604277,0.098168717,0.119381318,0.124225069,0.124323711,0.132173016,0.124763837,0.13301723,0.123102265,0.142653575,0.097269541,,
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696577568,0.687486539,0.941305366,0.824096484,0.811257687,1.012362127,1.067309478,1.257433839,1.13588219,1.545785676,1.636065655,1.675112417,2.102065115,1.778108241,2.294007646,2.041899823,2.51430498,2.493187257,2.584280002,2.626082622,2.663347853,2.704839227,2.953509195,2.816124653,3.251923271,3.074736789,3.227063392,3.272571025,3.626484917,3.963267183,2.826385298,,
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.356922479,3.355771787,3.530230199,3.672894328,3.861463352,3.889501817,3.939891031,4.03963232,3.97060927,4.03300192,4.130889675,4.247789648,4.319961848,4.395211422,4.549681572,4.750561251,4.911507235,5.017624974,5.195312273,5.239349878,5.34841097,5.35149767,5.537316172,5.537263477,5.603893828,5.569143702,5.516448951,5.496268708,5.376392019,5.301363398,5.033818298,,
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29875169,3.455192429,3.431834824,3.469969866,3.697072179,3.410509722,3.523433107,3.67532763,3.853042786,3.686915457,3.874145961,3.811392059,3.824967946,3.95094019,3.983825688,4.098800784,4.194183397,4.220761327,4.189727319,4.037593962,4.113210914,4.190989787,4.202413546,4.056055227,3.892355248,3.925368326,3.920323024,3.862759412,3.587489305,3.612165141,3.040766375,,
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.670311361,1.736678653,1.777688604,1.828330243,1.814195351,1.781962642,1.796328342,1.773971839,1.895839481,1.955415066,2.130431591,2.092011818,2.191604666,2.188195889,2.305932704,2.446426589,2.476958525,2.561901741,2.635914333,2.663721659,2.662682221,2.77107026,2.858049545,2.960939081,3.031306255,3.164007036,3.285568288,3.405025935,2.533803239,,
Middle income,MIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.181503271,2.179178191,2.143657386,2.122900655,2.073295558,2.136703252,2.122989868,2.122216206,2.119738113,2.096092383,2.153712246,2.191463901,2.244401537,2.40073102,2.567568311,2.719470248,2.871206398,3.015385949,3.070580737,3.116094689,3.313329593,3.500255159,3.561837884,3.623873955,3.633057739,3.55972326,3.54283404,3.597892644,3.704029084,3.71797974,3.603789341,,
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.202822265,4.116343904,4.128991592,4.326571329,4.212346491,4.186416689,4.945527739,4.399938103,4.807616152,4.402020284,4.205640684,4.260984175,4.023697168,4.356235257,4.202910245,4.360546038,4.339171896,4.564634542,4.455522454,4.150982776,4.053325444,4.448349048,4.269147092,3.80914637,3.600002128,3.449913198,3.359581952,3.58457114,3.347723287,3.831137375,3.279420187,,
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048743402,0.048366889,0.051252061,0.054359907,0.058322986,0.061686342,0.065859375,0.071915084,0.090014806,0.091508715,0.097320951,0.10332512,0.10403542,0.103652803,0.113801801,0.113864739,0.116100506,0.130488707,0.138587299,0.129311994,0.138706607,0.146305419,0.152028313,0.165466628,0.180858799,0.184608688,0.182277042,0.187961953,0.194032416,0.191438656,0.195565971,,
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.535279668,6.075664088,5.900418369,7.55787648,6.688954287,6.302809345,6.118108474,6.451562341,6.162938277,6.216039094,5.458269566,6.33313657,5.855003801,6.543195629,6.474475911,6.503662396,6.539717943,6.676763604,6.654713603,6.084945342,6.240169068,6.18135432,6.465283267,5.567332681,5.422291156,3.723376766,2.969764316,3.250434296,3.203474816,3.290468236,3.125557893,,
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101821584,0.098700772,0.10374459,0.115190131,0.133391253,0.161767022,0.168333323,0.164829719,0.177755574,0.194064887,0.207308867,0.181502371,0.179456943,0.223479126,0.216910373,0.227478687,0.209154939,0.216851268,0.163014237,0.150382011,0.164631248,0.174575428,0.23824039,0.26837013,0.333541952,0.36970746,0.421272122,0.6214961,0.622498221,0.640928811,0.634080348,,
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.329048198,2.333601081,2.445900796,2.561715124,2.721704682,2.754638862,2.769883045,2.865034711,2.741422985,2.785990606,2.864271043,2.949412695,2.959729255,2.994393973,3.121836163,3.296550422,3.393420013,3.460612946,3.528238344,3.587399324,3.58840567,3.541494486,3.642761938,3.654674156,3.669135129,3.569643383,3.550860294,3.631326732,3.639014115,3.552494179,3.329056087,,
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15868849,2.231970898,2.437526482,2.120097673,2.055405879,2.169871181,2.541712952,2.739527723,2.892363822,1.999762555,2.513998501,2.744975987,2.896307608,3.085571079,3.328063427,3.263759216,3.543433194,3.4071849,4.365373301,2.82632534,4.171913443,4.089640191,3.757003292,3.649830089,3.567649282,3.791795988,3.456033476,3.642510199,4.018308431,4.181644556,4.067560912,,
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.999769597,6.707978857,5.749364854,5.220685624,4.48568114,4.409440878,3.686953046,3.57672505,3.554334286,3.544007629,3.670643445,3.627920558,3.850073979,3.700508732,3.767325506,4.320847278,4.81132726,4.997422901,4.925951645,5.114344888,5.295464973,5.732418152,6.138738388,6.461561118,6.242888388,5.835434973,5.998504731,6.32277465,6.809659067,7.160835656,6.430645335,,
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083980414,0.069027205,0.079423135,0.090704629,0.073552561,0.075194151,0.072248277,0.077937387,0.073371488,0.071159742,0.080305012,0.077466769,0.084028058,0.0992664,0.096981829,0.084562385,0.089747377,0.104823601,0.102478438,0.111170736,0.116175443,0.138646533,0.148679265,0.16436497,0.185235794,0.204084856,0.261542138,0.25069794,0.233657168,0.248639659,0.222767553,,
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419635429,0.417654341,0.417550047,0.408928846,0.409685421,0.420527983,0.437291256,0.42302029,0.387492497,0.423260072,0.415101579,0.426819532,0.449976486,0.452116757,0.479709493,0.480686239,0.473642173,0.544441302,0.555803665,0.600340214,0.606440606,0.619394373,0.647779648,0.561374036,0.659480939,0.751732037,0.637776445,0.81929993,0.87013594,0.872475307,0.855176406,,
